Overview

Overview
"IMPROVE Data Use: For journal publications, please inform Anthony Prenni (Anthony_Prenni@nps.gov) of the planned publication. Drafts of publications will be reviewed upon request for issues that could affect the data interpretation. Preferred Reference: Please reference the Malm,et al. (1994) article below when using IMPROVE data. Malm, W. C., J. F. Sisler, D. Huffman, R. A. Eldred, and T. A. Cahill (1994), Spatial and seasonal trends in particle concentration and optical extinction in the United States, J. Geophys. Res., 99, 1347-1370. Preferred Acknowledgment: IMPROVE is a collaborative association of state, tribal, and federal agencies, and international partners. US Environmental Protection Agency is the primary funding source, with contracting and research support from the National Park Service. The Air Quality Group at the University of California, Davis is the central analytical laboratory, with ion analysis provided by Research Triangle Institute, and carbon analysis provided by Desert Research Institute.
(Also: Prior to use, all data users are encouraged to review the IMPROVE data advisories located on the IMPROVE website: http://vista.cira.colostate.edu/IMPROVE/Data/QA_QC/Advisory.htm)"

Datasets

Dataset,Code,StartDate,EndDate,Frequency,NumRecords
"IMPROVE Aerosol","IMPAER",3/2/1988 12:00:00 AM,10/30/2023 12:00:00 AM,"1-in-3 day",39778115

Sites

Site,Code,Dataset,Country,State,County,AQSCode,Latitude,Longitude,Elevation,StartDate,EndDate,DemographicCode,LandUseCode,StreetAddress,LocDesc,Sponsor,ProgramKey,NumPOCs
"LIVO1","IMPAER","Operational","05/18/2003","A1 Module Flow Calibration"
"LIVO1","IMPAER","Operational","05/18/2003","B1 Module Flow Calibration"
"LIVO1","IMPAER","Operational","05/18/2003","C1 Module Flow Calibration"
"LIVO1","IMPAER","Operational","05/18/2003","C1 Module pump replaced"
"LIVO1","IMPAER","Operational","05/18/2003","D1 Module Flow Calibration"
"LIVO1","IMPAER","Operational","05/18/2003","D1 Module pump replaced"
"LIVO1","IMPAER","Operational","05/18/2003","Photos taken"
"LIVO1","IMPAER","Operational","05/18/2003","Routine annual maintenance"
"LIVO1","IMPAER","Operational","10/13/2004","A1 Module Flow Calibration"
"LIVO1","IMPAER","Operational","10/13/2004","B1 Module Flow Calibration"
"LIVO1","IMPAER","Operational","10/13/2004","C1 Module Flow Calibration"
"LIVO1","IMPAER","Operational","10/13/2004","D1 Module Flow Calibration"
"LIVO1","IMPAER","Operational","10/13/2004","Routine annual maintenance"
"LOND1","IMPAER","Site Visit","07/12/2014","Calibration and maintenance on all modules"
"LOND1","IMPAER","Part Replacement","08/11/2014","Controller"
"LOND1","IMPAER","Equipment Problem","08/19/2014","Controller not reading card initially but then OK (resolved)"
"LOND1","IMPAER","Power Problem","09/09/2014","Short ETs, No breakers being tripped (resolved)"
"LOND1","IMPAER","Part Replacement","09/09/2014","Pump (4D)"
"LOND1","IMPAER","Part Replacement","09/09/2014","Pump (3C)"
"LOND1","IMPAER","Part Replacement","09/09/2014","Pump (2B)"
"LOND1","IMPAER","Part Replacement","09/09/2014","Pump (1A)"
"LOND1","IMPAER","Part Replacement","09/25/2014","Controller"
"LOND1","IMPAER","Equipment Problem","02/10/2015","Dead C Pump, Need Replacement ASAP (resolved)"
"LOND1","IMPAER","Part Replacement","02/11/2015","Pump (3C)"
"LOND1","IMPAER","Equipment Problem","05/22/2015","B CYC IS unstable (resolved)"
"LOND1","IMPAER","Site Visit","10/24/2016","Calibration and maintenance on all modules"
"LOND1","IMPAER","Equipment Problem","03/21/2017","CNTRLR freezes almost every week (resolved)"
"LOND1","IMPAER","Part Replacement","03/24/2017","Controller"
"LOND1","IMPAER","Part Replacement","07/25/2017","Module Cable"
"LOND1","IMPAER","Part Replacement","04/24/2018","EBox (2B)"
"LOND1","IMPAER","Site Visit","08/27/2018","Calibration and maintenance on all modules"
"LOND1","IMPAER","Equipment Problem","10/31/2018","4D pump high MxVAC (resolved)"
"LOND1","IMPAER","Part Replacement","11/15/2018","Pump (4D)"
"LOND1","IMPAER","Equipment Problem","04/16/2019","B pump replacement/ next day air  (resolved)"
"LOND1","IMPAER","Part Replacement","04/18/2019","Pump (2B)"
"LOND1","IMPAER","Equipment Problem","06/18/2019","D Pump is not starting (resolved)"
"LOND1","IMPAER","Part Replacement","06/20/2019","Pump (4D)"
"LOND1","IMPAER","Equipment Problem","07/29/2019","1A pump did not start  (resolved)"
"LOND1","IMPAER","Part Replacement","07/31/2019","Pump (1A)"
"LOND1","IMPAER","Equipment Problem","11/13/2019","3C VAC exceeded  4 psi (resolved)"
"LOND1","IMPAER","Equipment Problem","12/10/2019","C pump high MaxVac and making noise (resolved)"
"LOND1","IMPAER","Equipment Problem","12/10/2019","Controller not responsive/black screen   (resolved)"
"LOND1","IMPAER","Part Replacement","12/13/2019","CPU Card"
"LOND1","IMPAER","Equipment Problem","12/26/2019","2B pump did not start during filter readings on 12/24 (resolved)"
"LOND1","IMPAER","Part Replacement","12/31/2019","Pump (2B)"
"LOND1","IMPAER","Part Replacement","12/31/2019","Pump (3C)"
"LOND1","IMPAER","Equipment Problem","06/08/2020","1A and 2B pupms did not start for two sampling days (resolved)"
"LOND1","IMPAER","Part Replacement","06/10/2020","Pump (2B)"
"LOND1","IMPAER","Part Replacement","06/10/2020","Pump (1A)"
"LOND1","IMPAER","Equipment Problem","07/06/2020","3C pump stopped working on sampling day 7/5 (resolved)"
"LOND1","IMPAER","Part Replacement","07/07/2020","Pump (3C)"
"LOND1","IMPAER","Equipment Problem","07/21/2020","B Pump not starting (resolved)"
"LOND1","IMPAER","Part Replacement","07/24/2020","Pump (2B)"
"LOND1","IMPAER","Equipment Problem","08/17/2020","D Pump Not Starting on 8/16/20 (resolved)"
"LOND1","IMPAER","Part Replacement","08/18/2020","Pump (4D)"
"LOND1","IMPAER","UC Davis Site Visit","09/23/2020","Calibration and maintenance on all modules"
"LOND1","IMPAER","Equipment Problem","10/05/2020","2B pump didnt strart  (resolved)"
"LOND1","IMPAER","Part Replacement","10/08/2020","Pump (2B)"
"LOND1","IMPAER","Equipment Problem","10/16/2020","Low Flow on All Mods (resolved)"
"LOPE1","IMPAER","Method","06/28/1994","Changed nylon filter size from 47mm diameter to 25mm"
"LOPE1","IMPAER","Method","06/27/1996","Added glycerin to Module B1 denuder"
"LOPE1","IMPAER","Data","04/29/1998","Changed LOPE1 01/31/96 CG TO NM"
"LOPE1","IMPAER","Operational","03/29/2000","Version 2 IMPROVE sampler installed"
"LOST1","IMPAER","Operational","12/15/1999","New IMPROVE site, version 2 sampler installed"
"LOST1","IMPAER","Operational","12/15/1999","A1 Module Flow Calibration"
"LOST1","IMPAER","Operational","12/15/1999","B1 Module Flow Calibration"
"LOST1","IMPAER","Operational","12/15/1999","C1 Module Flow Calibration"
"LOST1","IMPAER","Operational","12/17/1999","Version 2 sampler installed"
"LOST1","IMPAER","Operational","08/26/2000","Site offline until 09/15/2000"
"LOST1","IMPAER","Operational","09/13/2000","A1 Module electronics box replaced"
"LOST1","IMPAER","Operational","09/13/2000","A1 Module Flow Calibration"
"LOST1","IMPAER","Operational","09/13/2000","B1 Module electronics box replaced"
"LOST1","IMPAER","Operational","09/13/2000","B1 Module Flow Calibration"
"LOST1","IMPAER","Operational","09/13/2000","C1 Module electronics box replaced"
"LOST1","IMPAER","Operational","09/13/2000","C1 Module Flow Calibration"
"LOST1","IMPAER","Operational","09/13/2000","D1 Module electronics box replaced"
"LOST1","IMPAER","Operational","09/13/2000","D1 Module Flow Calibration"
"LOST1","IMPAER","Operational","09/13/2000","Photos taken"
"LOST1","IMPAER","Operational","09/13/2000","Pump mufflers and insulation installed"
"LOST1","IMPAER","Operational","09/13/2000","Routine annual maintenance"
"LOST1","IMPAER","Operational","07/07/2001","24V power supply replaced"
"LOST1","IMPAER","Operational","08/13/2001","A1 Module Flow Calibration"
"LOST1","IMPAER","Operational","08/13/2001","B1 Module Flow Calibration"
"LOST1","IMPAER","Operational","08/13/2001","C1 Module Flow Calibration"
"LOST1","IMPAER","Operational","08/13/2001","D1 Module Flow Calibration"
"LOST1","IMPAER","Operational","08/13/2001","Photos taken"
"LOST1","IMPAER","Operational","08/13/2001","Routine annual maintenance"
"LOST1","IMPAER","Operational","11/13/2001","A1 Module Flow Calibration"
"LOST1","IMPAER","Operational","11/13/2001","B1 Module Flow Calibration"
"LOST1","IMPAER","Operational","11/13/2001","C1 Module Flow Calibration"
"LOST1","IMPAER","Operational","11/13/2001","D1 Module Flow Calibration"
"LOST1","IMPAER","Operational","04/18/2002","Sampler controller replaced"
"LOST1","IMPAER","Operational","06/23/2002","A1 Module Flow Calibration"
"LOST1","IMPAER","Operational","06/23/2002","A1 Module pump replaced"
"LOST1","IMPAER","Operational","06/23/2002","B1 Module Flow Calibration"
"LOST1","IMPAER","Operational","06/23/2002","B1 Module pump replaced"
"LOST1","IMPAER","Operational","06/23/2002","C1 Module Flow Calibration"
"LOST1","IMPAER","Operational","06/23/2002","D1 Module Flow Calibration"
"LOST1","IMPAER","Operational","06/23/2002","Routine annual maintenance"
"LOST1","IMPAER","Operational","09/26/2003","A1 Module Flow Calibration"
"LOST1","IMPAER","Operational","09/26/2003","A1 Module pump replaced"
"LOST1","IMPAER","Operational","09/26/2003","B1 Module Flow Calibration"
"LOST1","IMPAER","Operational","09/26/2003","B1 Module pump replaced"
"LOST1","IMPAER","Operational","09/26/2003","C1 Module Flow Calibration"
"LOST1","IMPAER","Operational","09/26/2003","D1 Module Flow Calibration"
"LOST1","IMPAER","Operational","09/26/2003","Photos taken"
"LOST1","IMPAER","Operational","09/26/2003","Routine annual maintenance"
"LOST1","IMPAER","Operational","04/01/2004","C1 Module pump replaced"
"LOST1","IMPAER","Operational","06/17/2004","A1 Module area increased from 2.20 to 3.53 sq cm"
"LOST1","IMPAER","Operational","09/19/2004","A1 Module Flow Calibration"
"LOST1","IMPAER","Operational","09/19/2004","B1 Module Flow Calibration"
"LOST1","IMPAER","Operational","09/19/2004","C1 Module Flow Calibration"
"LOST1","IMPAER","Operational","09/19/2004","D1 Module Flow Calibration"
"LOST1","IMPAER","Operational","09/19/2004","Photos taken"
"LOST1","IMPAER","Operational","09/19/2004","Routine annual maintenance"
"LOST1","IMPAER","Site Visit","07/09/2013","Calibration and maintenance on all modules"
"LOST1","IMPAER","Equipment Problem","11/19/2013","D pump is dead (resolved)"
"LOST1","IMPAER","Part Replacement","11/21/2013","Pump (4D)"
"LOST1","IMPAER","Equipment Problem","11/25/2013","Slight shift in A values (resolved)"
"LOST1","IMPAER","Equipment Problem","12/10/2013","Strange B module values (resolved)"
"LOST1","IMPAER","Part Replacement","04/01/2014","Pump (3C)"
"LOST1","IMPAER","Part Replacement","04/01/2014","Pump (2B)"
"LOST1","IMPAER","Part Replacement","04/01/2014","Pump (1A)"
"LOST1","IMPAER","Part Replacement","05/06/2014","Controller"
"LOST1","IMPAER","Equipment Problem","06/03/2014","Erratic ORI values on D module (resolved)"
"LOST1","IMPAER","Part Replacement","10/07/2014","Controller"
"LOST1","IMPAER","Equipment Problem","09/08/2015","A ORI is occacionally low (resolved)"
"LOST1","IMPAER","Site Visit","09/12/2015","Calibration and maintenance on all modules"
"LOST1","IMPAER","Equipment Problem","12/18/2015","B ORI and CYC unstable (resolved)"
"LOST1","IMPAER","Part Replacement","01/05/2016","EBox (2B)"
"LOST1","IMPAER","Part Replacement","01/05/2016","Module Cable"
"LOST1","IMPAER","Equipment Problem","01/13/2016","D ORI shift, possible high flow. (resolved)"
"LOST1","IMPAER","Part Replacement","02/02/2016","Pump (4D)"
"LOST1","IMPAER","Equipment Problem","01/09/2017","D Module sticking during smaple change (resolved)"
"LOST1","IMPAER","Filters Problem","01/17/2017","Upside-Down D install. Blown POS-4 Plug (resolved)"
"LOST1","IMPAER","Equipment Problem","08/17/2017","C CYC becoming unreliable (resolved)"
"LOST1","IMPAER","Site Visit","08/26/2017","Calibration and maintenance on all modules"
"LOST1","IMPAER","Part Replacement","02/06/2018","Pump (2B)"
"LOST1","IMPAER","Equipment Problem","08/14/2018","D Pump does not start (resolved)"
"LOST1","IMPAER","Part Replacement","08/22/2018","Pump (4D)"
"LOST1","IMPAER","External Audit","09/24/2018","Site Audit by Derek Day"
"LOST1","IMPAER","Site Visit","08/25/2019","Calibration and maintenance on all modules"
"LOST1","IMPAER","Equipment Problem","10/29/2019","3C pump VAC excessing 4 psi (resolved)"
"LOST1","IMPAER","Part Replacement","11/05/2019","Pump (3C)"
"LOST1","IMPAER","Equipment Problem","12/09/2019","1A VAC exceeding 4 psi (resolved)"
"LOST1","IMPAER","Part Replacement","01/21/2020","Pump (1A)"
"LTCC1","IMPAER","Site Visit","02/24/2014","Calibration and maintenance on all modules"
"LTCC1","IMPAER","Filters Problem","03/04/2014","Mod C Pos. 1,2 ORI running at 13, expected 15 (CYC ok) (resolved)"
"LTCC1","IMPAER","Equipment Problem","03/04/2014","Replace B Ebox with V2 and ReCal (resolved)"
"LTCC1","IMPAER","Equipment Problem","05/15/2014","C CYC values somewhat erratic (resolved)"
"LTCC1","IMPAER","Equipment Problem","05/15/2014","D CYC values unreliable (resolved)"
"LTCC1","IMPAER","Power Problem","11/25/2014","GFCI is Tripping on run day (resolved)"
"LTCC1","IMPAER","Equipment Problem","11/12/2015","Stack on B module left raised during Site Visit in June 2014 (resolved)"
"LTCC1","IMPAER","Site Visit","09/27/2016","Calibration and maintenance on all modules"
"LTCC1","IMPAER","Equipment Problem","10/25/2016","D Module Ebox CYC Zero (resolved)"
"LTCC1","IMPAER","Part Replacement","11/01/2016","EBox (4D)"
"LTCC1","IMPAER","Power Problem","11/04/2016","Power/Breaker problems (resolved)"
"LTCC1","IMPAER","Part Replacement","11/10/2016","Pump (4D)"
"LTCC1","IMPAER","Part Replacement","11/10/2016","Pump (3C)"
"LTCC1","IMPAER","Part Replacement","11/10/2016","Pump (2B)"
"LTCC1","IMPAER","Part Replacement","11/10/2016","Pump (1A)"
"LTCC1","IMPAER","Equipment Problem","03/28/2017","Pos 4 shown for final filter readings (resolved)"
"LTCC1","IMPAER","Part Replacement","04/11/2017","Controller"
"LTCC1","IMPAER","Equipment Problem","03/06/2018","D pump low ori  (resolved)"
"LTCC1","IMPAER","Equipment Problem","03/06/2018","A pump, low ori (resolved)"
"LTCC1","IMPAER","Part Replacement","05/15/2018","Pump (4D)"
"LTCC1","IMPAER","Part Replacement","05/15/2018","Pump (1A)"
"LTCC1","IMPAER","Equipment Problem","06/21/2018","C Pump malfunction (resolved)"
"LTCC1","IMPAER","Part Replacement","06/26/2018","Pump (3C)"
"LTCC1","IMPAER","Equipment Problem","08/21/2018","C Pump MxORI is low (resolved)"
"LTCC1","IMPAER","Part Replacement","08/28/2018","Pump (3C)"
"LTCC1","IMPAER","Site Visit","10/03/2018","Calibration and maintenance on all modules"
"LTCC1","IMPAER","Equipment Problem","09/03/2019","B Manifold Motor does not move up  (resolved)"
"LTCC1","IMPAER","Part Replacement","09/10/2019","EBox (2B)"
"LTCC1","IMPAER","External Audit","10/24/2019","Site Audit by Derek Day"
"LTCC1","IMPAER","Equipment Problem","02/24/2020","2B pump did not start on 2/24 (resolved)"
"LTCC1","IMPAER","Part Replacement","02/26/2020","Pump (2B)"
"LYBR1","IMPAER","Method","06/28/1994","Changed nylon filter size from 47mm diameter to 25mm"
"LYBR1","IMPAER","Operational","08/16/1994","A1 Module elapsed timer replaced"
"LYBR1","IMPAER","Operational","08/16/1994","A1 Module Flow Calibration"
"LYBR1","IMPAER","Operational","08/16/1994","A1 Module pump replaced"
"LYBR1","IMPAER","Operational","08/16/1994","B1 Module Flow Calibration"
"LYBR1","IMPAER","Operational","08/16/1994","B1 Module pump replaced"
"LYBR1","IMPAER","Operational","08/16/1994","C1 Module Flow Calibration"
"LYBR1","IMPAER","Operational","08/16/1994","C1 Module pump replaced"
"LYBR1","IMPAER","Operational","08/16/1994","D1 Module Flow Calibration"
"LYBR1","IMPAER","Operational","08/16/1994","D1 Module pump replaced"
"LYBR1","IMPAER","Operational","08/16/1994","Routine annual maintenance"
"LYBR1","IMPAER","Operational","04/26/1995","A1 Module area increased from 2.20 to 3.53 sq cm"
"LYBR1","IMPAER","Operational","08/21/1995","A1 Module Flow Calibration"
"LYBR1","IMPAER","Operational","08/21/1995","B1 Module Flow Calibration"
"LYBR1","IMPAER","Operational","08/21/1995","C1 Module Flow Calibration"
"LYBR1","IMPAER","Operational","08/21/1995","D1 Module Flow Calibration"
"LYBR1","IMPAER","Operational","08/21/1995","Routine annual maintenance"
"LYBR1","IMPAER","Operational","08/25/1996","A1 Module Flow Calibration"
"LYBR1","IMPAER","Operational","08/25/1996","A1 Module pump replaced"
"LYBR1","IMPAER","Method","08/25/1996","Added glycerin to Module B1 denuder"
"LYBR1","IMPAER","Operational","08/25/1996","B1 Module Flow Calibration"
"LYBR1","IMPAER","Operational","08/25/1996","C1 Module elapsed timer replaced"
"LYBR1","IMPAER","Operational","08/25/1996","C1 Module Flow Calibration"
"LYBR1","IMPAER","Operational","08/25/1996","D1 Module Flow Calibration"
"LYBR1","IMPAER","Operational","08/25/1996","Routine annual maintenance"
"LYBR1","IMPAER","Operational","10/13/1996","D1 Module Flow Calibration"
"LYBR1","IMPAER","Operational","02/03/1997","A1 Module pump replaced"
"LYBR1","IMPAER","Operational","02/03/1997","B1 Module pump replaced"
"LYBR1","IMPAER","Operational","10/14/1997","A1 Module Flow Calibration"
"LYBR1","IMPAER","Operational","10/14/1997","B1 Module Flow Calibration"
"LYBR1","IMPAER","Operational","10/14/1997","C1 Module Flow Calibration"
"LYBR1","IMPAER","Operational","10/14/1997","D1 Module Flow Calibration"
"LYBR1","IMPAER","Operational","10/14/1997","Routine annual maintenance"
"LYBR1","IMPAER","Operational","10/19/1998","A1 Module Flow Calibration"
"LYBR1","IMPAER","Operational","10/19/1998","B1 Module Flow Calibration"
"LYBR1","IMPAER","Operational","10/19/1998","C1 Module Flow Calibration"
"LYBR1","IMPAER","Operational","10/19/1998","D1 Module Flow Calibration"
"LYBR1","IMPAER","Operational","10/19/1998","Routine annual maintenance"
"LYBR1","IMPAER","Operational","10/29/1998","A1 Module pump replaced"
"LYBR1","IMPAER","Operational","10/29/1998","B1 Module pump replaced"
"LYBR1","IMPAER","Operational","10/29/1998","C1 Module pump replaced"
"LYBR1","IMPAER","Operational","10/29/1998","D1 Module pump replaced"
"LYBR1","IMPAER","Operational","10/29/1998","replaced ET A1"
"LYBR1","IMPAER","Operational","05/25/2000","A1 Module Flow Calibration"
"LYBR1","IMPAER","Operational","05/25/2000","B1 Module Flow Calibration"
"LYBR1","IMPAER","Operational","05/25/2000","C1 Module Flow Calibration"
"LYBR1","IMPAER","Operational","05/25/2000","D1 Module Flow Calibration"
"LYBR1","IMPAER","Operational","05/25/2000","Version 2 sampler installed"
"LYBR1","IMPAER","Operational","05/25/2000","Version 2 IMPROVE sampler installed"
"LYBR1","IMPAER","Operational","09/21/2000","A1 Module Flow Calibration"
"LYBR1","IMPAER","Operational","09/21/2000","B1 Module Flow Calibration"
"LYBR1","IMPAER","Operational","09/21/2000","C1 Module Flow Calibration"
"LYBR1","IMPAER","Operational","07/30/2001","Sampler controller replaced"
"LYBR1","IMPAER","Operational","10/01/2001","A1 Module Flow Calibration"
"LYBR1","IMPAER","Operational","10/01/2001","A1 Module replaced"
"LYBR1","IMPAER","Operational","10/01/2001","B1 Module Flow Calibration"
"LYBR1","IMPAER","Operational","10/01/2001","C1 Module Flow Calibration"
"LYBR1","IMPAER","Operational","10/01/2001","D1 Module Flow Calibration"
"LYBR1","IMPAER","Operational","10/01/2001","Photos taken"
"LYBR1","IMPAER","Operational","10/01/2001","Routine annual maintenance"
"LYBR1","IMPAER","Operational","11/16/2001","Sampler controller replaced"
"LYBR1","IMPAER","Operational","08/05/2002","Sampler controller replaced"
"LYBR1","IMPAER","Operational","08/27/2002","A1 Module elapsed timer replaced"
"LYBR1","IMPAER","Operational","09/18/2002","A1 Module Flow Calibration"
"LYBR1","IMPAER","Operational","09/18/2002","A1 Module pump replaced"
"LYBR1","IMPAER","Operational","09/18/2002","B1 Module Flow Calibration"
"LYBR1","IMPAER","Operational","09/18/2002","B1 Module pump replaced"
"LYBR1","IMPAER","Operational","09/18/2002","C1 Module Flow Calibration"
"LYBR1","IMPAER","Operational","09/18/2002","D1 Module Flow Calibration"
"LYBR1","IMPAER","Operational","09/18/2002","D1 Module relay box replaced"
"LYBR1","IMPAER","Operational","09/18/2002","Photos taken"
"LYBR1","IMPAER","Operational","09/18/2002","Routine annual maintenance"
"LYBR1","IMPAER","Operational","09/01/2003","A1 Module Flow Calibration"
"LYBR1","IMPAER","Operational","09/01/2003","B1 Module Flow Calibration"
